ion,mz_4dp,feature_id,cluster_mz
pos,100.1119,pos_mz_100.1120_02918,100.112
pos,100.112,pos_mz_100.1120_02918,100.112
pos,100.1121,pos_mz_100.1120_02918,100.112
pos,100.948,pos_mz_100.9482_02929,100.9482
pos,100.9481,pos_mz_100.9482_02929,100.9482
pos,100.9482,pos_mz_100.9482_02929,100.9482
pos,100.9483,pos_mz_100.9482_02929,100.9482
pos,100.9484,pos_mz_100.9482_02929,100.9482
pos,100.9485,pos_mz_100.9482_02929,100.9482
pos,100.9986,pos_mz_100.9989_02936,100.9989
pos,100.9987,pos_mz_100.9989_02936,100.9989
pos,100.9988,pos_mz_100.9989_02936,100.9989
pos,100.9989,pos_mz_100.9989_02936,100.9989
pos,100.999,pos_mz_100.9989_02936,100.9989
pos,100.9991,pos_mz_100.9989_02936,100.9989
pos,101.023,pos_mz_101.0232_02947,101.0232
pos,101.0231,pos_mz_101.0232_02947,101.0232
pos,101.0232,pos_mz_101.0232_02947,101.0232
pos,101.0233,pos_mz_101.0232_02947,101.0232
pos,101.0234,pos_mz_101.0232_02947,101.0232
pos,101.0235,pos_mz_101.0232_02947,101.0232
pos,101.0595,pos_mz_101.0596_02954,101.0596
pos,101.0596,pos_mz_101.0596_02954,101.0596
pos,101.0597,pos_mz_101.0596_02954,101.0596
pos,101.1151,pos_mz_101.1152_02967,101.1152
pos,101.1152,pos_mz_101.1152_02967,101.1152
pos,101.1153,pos_mz_101.1152_02967,101.1152
pos,101.1154,pos_mz_101.1152_02967,101.1152
pos,101.1155,pos_mz_101.1152_02967,101.1152
pos,101.1156,pos_mz_101.1152_02967,101.1152
pos,102.0547,pos_mz_102.0548_02992,102.0548
pos,102.0548,pos_mz_102.0548_02992,102.0548
pos,102.0549,pos_mz_102.0548_02992,102.0548
pos,102.055,pos_mz_102.0548_02992,102.0548
pos,102.0551,pos_mz_102.0548_02992,102.0548
pos,102.0628,pos_mz_102.0629_02994,102.0629
pos,102.0629,pos_mz_102.0629_02994,102.0629
pos,102.063,pos_mz_102.0629_02994,102.0629
pos,102.0911,pos_mz_102.0912_02998,102.0912
pos,102.0912,pos_mz_102.0912_02998,102.0912
pos,102.0913,pos_mz_102.0912_02998,102.0912
pos,102.97,pos_mz_102.9701_03044,102.9701
pos,102.9701,pos_mz_102.9701_03044,102.9701
pos,102.9702,pos_mz_102.9701_03044,102.9701
pos,103.0386,pos_mz_103.0389_03078,103.0389
pos,103.0387,pos_mz_103.0389_03078,103.0389
pos,103.0388,pos_mz_103.0389_03078,103.0389
pos,103.0389,pos_mz_103.0389_03078,103.0389
pos,103.039,pos_mz_103.0389_03078,103.0389
pos,103.075,pos_mz_103.0752_03089,103.0752
pos,103.0751,pos_mz_103.0752_03089,103.0752
pos,103.0752,pos_mz_103.0752_03089,103.0752
pos,103.0753,pos_mz_103.0752_03089,103.0752
pos,103.0754,pos_mz_103.0752_03089,103.0752
pos,103.0755,pos_mz_103.0752_03089,103.0752
pos,103.0862,pos_mz_103.0865_03090,103.0865
pos,103.0863,pos_mz_103.0865_03090,103.0865
pos,103.0864,pos_mz_103.0865_03090,103.0865
pos,103.0865,pos_mz_103.0865_03090,103.0865
pos,103.0866,pos_mz_103.0865_03090,103.0865
pos,103.9733,pos_mz_103.9735_03099,103.9735
pos,103.9734,pos_mz_103.9735_03099,103.9735
pos,103.9735,pos_mz_103.9735_03099,103.9735
pos,103.9736,pos_mz_103.9735_03099,103.9735
pos,104.0339,pos_mz_104.0341_03107,104.0341
pos,104.034,pos_mz_104.0341_03107,104.0341
pos,104.0341,pos_mz_104.0341_03107,104.0341
pos,104.0342,pos_mz_104.0341_03107,104.0341
pos,104.0343,pos_mz_104.0341_03107,104.0341
pos,104.0344,pos_mz_104.0341_03107,104.0341
pos,104.0703,pos_mz_104.0704_03111,104.0704
pos,104.0704,pos_mz_104.0704_03111,104.0704
pos,104.0705,pos_mz_104.0704_03111,104.0704
pos,104.0706,pos_mz_104.0704_03111,104.0704
pos,104.9659,pos_mz_104.9661_03119,104.9661
pos,104.966,pos_mz_104.9661_03119,104.9661
pos,104.9661,pos_mz_104.9661_03119,104.9661
pos,104.9662,pos_mz_104.9661_03119,104.9661
pos,104.9663,pos_mz_104.9661_03119,104.9661
pos,104.9742,pos_mz_104.9744_03125,104.9744
pos,104.9743,pos_mz_104.9744_03125,104.9744
pos,104.9744,pos_mz_104.9744_03125,104.9744
pos,104.9745,pos_mz_104.9744_03125,104.9744
pos,104.9746,pos_mz_104.9744_03125,104.9744
pos,105.0031,pos_mz_105.0032_03128,105.0032
pos,105.0032,pos_mz_105.0032_03128,105.0032
pos,105.0033,pos_mz_105.0032_03128,105.0032
pos,105.0332,pos_mz_105.0333_03137,105.0333
pos,105.0333,pos_mz_105.0333_03137,105.0333
pos,105.0334,pos_mz_105.0333_03137,105.0333
pos,105.0335,pos_mz_105.0333_03137,105.0333
pos,105.0336,pos_mz_105.0333_03137,105.0333
pos,105.0365,pos_mz_105.0367_03138,105.0367
pos,105.0366,pos_mz_105.0367_03138,105.0367
pos,105.0367,pos_mz_105.0367_03138,105.0367
pos,105.0368,pos_mz_105.0367_03138,105.0367
pos,105.0369,pos_mz_105.0367_03138,105.0367
pos,105.0695,pos_mz_105.0697_03146,105.0697
pos,105.0696,pos_mz_105.0697_03146,105.0697
pos,105.0697,pos_mz_105.0697_03146,105.0697
pos,105.0698,pos_mz_105.0697_03146,105.0697
pos,105.0699,pos_mz_105.0697_03146,105.0697
pos,105.07,pos_mz_105.0697_03146,105.0697
pos,106.0037,pos_mz_106.0039_03165,106.0039
pos,106.0038,pos_mz_106.0039_03165,106.0039
pos,106.0039,pos_mz_106.0039_03165,106.0039
pos,106.004,pos_mz_106.0039_03165,106.0039
pos,106.0041,pos_mz_106.0039_03165,106.0039
pos,106.0042,pos_mz_106.0039_03165,106.0039
pos,106.0077,pos_mz_106.0078_03166,106.0078
pos,106.0078,pos_mz_106.0078_03166,106.0078
pos,106.0079,pos_mz_106.0078_03166,106.0078
pos,106.9629,pos_mz_106.9630_03215,106.963
pos,106.963,pos_mz_106.9630_03215,106.963
pos,106.9631,pos_mz_106.9630_03215,106.963
pos,106.9917,pos_mz_106.9918_03227,106.9918
pos,106.9918,pos_mz_106.9918_03227,106.9918
pos,106.9919,pos_mz_106.9918_03227,106.9918
pos,107.0005,pos_mz_107.0007_03232,107.0007
pos,107.0006,pos_mz_107.0007_03232,107.0007
pos,107.0007,pos_mz_107.0007_03232,107.0007
pos,107.0008,pos_mz_107.0007_03232,107.0007
pos,107.0433,pos_mz_107.0434_03250,107.0434
pos,107.0434,pos_mz_107.0434_03250,107.0434
pos,107.0435,pos_mz_107.0434_03250,107.0434
pos,107.0487,pos_mz_107.0490_03252,107.049
pos,107.0488,pos_mz_107.0490_03252,107.049
pos,107.0489,pos_mz_107.0490_03252,107.049
pos,107.049,pos_mz_107.0490_03252,107.049
pos,107.0491,pos_mz_107.0490_03252,107.049
pos,107.0492,pos_mz_107.0490_03252,107.049
pos,107.0699,pos_mz_107.0701_03257,107.0701
pos,107.07,pos_mz_107.0701_03257,107.0701
pos,107.0701,pos_mz_107.0701_03257,107.0701
pos,107.0702,pos_mz_107.0701_03257,107.0701
pos,107.0703,pos_mz_107.0701_03257,107.0701
pos,107.0853,pos_mz_107.0853_03265,107.0853
pos,107.0854,pos_mz_107.0853_03265,107.0853
pos,107.0855,pos_mz_107.0853_03265,107.0853
pos,107.5449,pos_mz_107.5451_03281,107.5451
pos,107.545,pos_mz_107.5451_03281,107.5451
pos,107.5451,pos_mz_107.5451_03281,107.5451
pos,107.5452,pos_mz_107.5451_03281,107.5451
pos,107.5453,pos_mz_107.5451_03281,107.5451
pos,107.5454,pos_mz_107.5451_03281,107.5451
pos,107.9949,pos_mz_107.9951_03298,107.9951
pos,107.995,pos_mz_107.9951_03298,107.9951
pos,107.9951,pos_mz_107.9951_03298,107.9951
pos,107.9952,pos_mz_107.9951_03298,107.9951
pos,107.9953,pos_mz_107.9951_03298,107.9951
pos,108.0803,pos_mz_108.0806_03321,108.0806
pos,108.0804,pos_mz_108.0806_03321,108.0806
pos,108.0805,pos_mz_108.0806_03321,108.0806
pos,108.0806,pos_mz_108.0806_03321,108.0806
pos,108.0807,pos_mz_108.0806_03321,108.0806
pos,108.0808,pos_mz_108.0806_03321,108.0806
pos,108.9873,pos_mz_108.9875_03347,108.9875
pos,108.9874,pos_mz_108.9875_03347,108.9875
pos,108.9875,pos_mz_108.9875_03347,108.9875
pos,108.9876,pos_mz_108.9875_03347,108.9875
pos,108.9877,pos_mz_108.9875_03347,108.9875
pos,108.9958,pos_mz_108.9960_03348,108.996
pos,108.9959,pos_mz_108.9960_03348,108.996
pos,108.996,pos_mz_108.9960_03348,108.996
pos,108.9961,pos_mz_108.9960_03348,108.996
pos,108.9962,pos_mz_108.9960_03348,108.996
pos,109.0645,pos_mz_109.0647_03371,109.0647
pos,109.0646,pos_mz_109.0647_03371,109.0647
pos,109.0647,pos_mz_109.0647_03371,109.0647
pos,109.0648,pos_mz_109.0647_03371,109.0647
pos,109.101,pos_mz_109.1010_03380,109.101
pos,109.1011,pos_mz_109.1010_03380,109.101
pos,109.1012,pos_mz_109.1010_03380,109.101
pos,110.0597,pos_mz_110.0600_03413,110.06
pos,110.0598,pos_mz_110.0600_03413,110.06
pos,110.0599,pos_mz_110.0600_03413,110.06
pos,110.06,pos_mz_110.0600_03413,110.06
pos,110.0601,pos_mz_110.0600_03413,110.06
pos,110.0602,pos_mz_110.0600_03413,110.06
pos,110.1042,pos_mz_110.1044_03423,110.1044
pos,110.1043,pos_mz_110.1044_03423,110.1044
pos,110.1044,pos_mz_110.1044_03423,110.1044
pos,110.1045,pos_mz_110.1044_03423,110.1044
pos,110.1046,pos_mz_110.1044_03423,110.1044
pos,110.96,pos_mz_110.9601_03434,110.9601
pos,110.9601,pos_mz_110.9601_03434,110.9601
pos,110.9602,pos_mz_110.9601_03434,110.9601
pos,110.9603,pos_mz_110.9601_03434,110.9601
pos,111.0228,pos_mz_111.0231_03442,111.0231
pos,111.0229,pos_mz_111.0231_03442,111.0231
pos,111.023,pos_mz_111.0231_03442,111.0231
pos,111.0231,pos_mz_111.0231_03442,111.0231
pos,111.0232,pos_mz_111.0231_03442,111.0231
pos,111.0233,pos_mz_111.0231_03442,111.0231
pos,111.0413,pos_mz_111.0416_03445,111.0416
pos,111.0414,pos_mz_111.0416_03445,111.0416
pos,111.0415,pos_mz_111.0416_03445,111.0416
pos,111.0416,pos_mz_111.0416_03445,111.0416
pos,111.0417,pos_mz_111.0416_03445,111.0416
pos,111.0418,pos_mz_111.0416_03445,111.0416
pos,111.0437,pos_mz_111.0439_03446,111.0439
pos,111.0438,pos_mz_111.0439_03446,111.0439
pos,111.0439,pos_mz_111.0439_03446,111.0439
pos,111.044,pos_mz_111.0439_03446,111.0439
pos,111.0801,pos_mz_111.0803_03458,111.0803
pos,111.0802,pos_mz_111.0803_03458,111.0803
pos,111.0803,pos_mz_111.0803_03458,111.0803
pos,111.0804,pos_mz_111.0803_03458,111.0803
pos,111.0805,pos_mz_111.0803_03458,111.0803
pos,111.1165,pos_mz_111.1167_03464,111.1167
pos,111.1166,pos_mz_111.1167_03464,111.1167
pos,111.1167,pos_mz_111.1167_03464,111.1167
pos,111.1168,pos_mz_111.1167_03464,111.1167
pos,111.117,pos_mz_111.1167_03464,111.1167
pos,112.0752,pos_mz_112.0755_03490,112.0755
pos,112.0753,pos_mz_112.0755_03490,112.0755
pos,112.0754,pos_mz_112.0755_03490,112.0755
pos,112.0755,pos_mz_112.0755_03490,112.0755
pos,112.0756,pos_mz_112.0755_03490,112.0755
pos,112.0835,pos_mz_112.0836_03493,112.0836
pos,112.0836,pos_mz_112.0836_03493,112.0836
pos,112.0837,pos_mz_112.0836_03493,112.0836
pos,112.0838,pos_mz_112.0836_03493,112.0836
pos,112.0839,pos_mz_112.0836_03493,112.0836
pos,112.084,pos_mz_112.0836_03493,112.0836
pos,112.1198,pos_mz_112.1199_03495,112.1199
pos,112.1199,pos_mz_112.1199_03495,112.1199
pos,112.12,pos_mz_112.1199_03495,112.1199
pos,112.1201,pos_mz_112.1199_03495,112.1199
pos,112.1202,pos_mz_112.1199_03495,112.1199
pos,112.1203,pos_mz_112.1199_03495,112.1199
pos,113.0594,pos_mz_113.0596_03526,113.0596
pos,113.0595,pos_mz_113.0596_03526,113.0596
pos,113.0596,pos_mz_113.0596_03526,113.0596
pos,113.0597,pos_mz_113.0596_03526,113.0596
pos,113.0957,pos_mz_113.0959_03531,113.0959
pos,113.0958,pos_mz_113.0959_03531,113.0959
pos,113.0959,pos_mz_113.0959_03531,113.0959
pos,113.096,pos_mz_113.0959_03531,113.0959
pos,113.0961,pos_mz_113.0959_03531,113.0959
pos,114.0911,pos_mz_114.0912_03572,114.0912
pos,114.0912,pos_mz_114.0912_03572,114.0912
pos,114.0913,pos_mz_114.0912_03572,114.0912
pos,114.97,pos_mz_114.9701_03609,114.9701
pos,114.9701,pos_mz_114.9701_03609,114.9701
pos,114.9702,pos_mz_114.9701_03609,114.9701
pos,115.0362,pos_mz_115.0365_03631,115.0365
pos,115.0363,pos_mz_115.0365_03631,115.0365
pos,115.0364,pos_mz_115.0365_03631,115.0365
pos,115.0365,pos_mz_115.0365_03631,115.0365
pos,115.0366,pos_mz_115.0365_03631,115.0365
pos,115.0385,pos_mz_115.0388_03632,115.0388
pos,115.0386,pos_mz_115.0388_03632,115.0388
pos,115.0387,pos_mz_115.0388_03632,115.0388
pos,115.0388,pos_mz_115.0388_03632,115.0388
pos,115.0389,pos_mz_115.0388_03632,115.0388
pos,115.039,pos_mz_115.0388_03632,115.0388
pos,115.0751,pos_mz_115.0753_03643,115.0753
pos,115.0752,pos_mz_115.0753_03643,115.0753
pos,115.0753,pos_mz_115.0753_03643,115.0753
pos,115.0943,pos_mz_115.0946_03650,115.0946
pos,115.0944,pos_mz_115.0946_03650,115.0946
pos,115.0945,pos_mz_115.0946_03650,115.0946
pos,115.0946,pos_mz_115.0946_03650,115.0946
pos,115.0947,pos_mz_115.0946_03650,115.0946
pos,115.1114,pos_mz_115.1116_03652,115.1116
pos,115.1115,pos_mz_115.1116_03652,115.1116
pos,115.1116,pos_mz_115.1116_03652,115.1116
pos,115.1117,pos_mz_115.1116_03652,115.1116
pos,115.1118,pos_mz_115.1116_03652,115.1116
pos,116.0484,pos_mz_116.0487_03688,116.0487
pos,116.0485,pos_mz_116.0487_03688,116.0487
pos,116.0486,pos_mz_116.0487_03688,116.0487
pos,116.0487,pos_mz_116.0487_03688,116.0487
pos,116.0488,pos_mz_116.0487_03688,116.0487
pos,116.0783,pos_mz_116.0785_03697,116.0785
pos,116.0784,pos_mz_116.0785_03697,116.0785
pos,116.0785,pos_mz_116.0785_03697,116.0785
pos,116.0786,pos_mz_116.0785_03697,116.0785
pos,117.0542,pos_mz_117.0545_03751,117.0545
pos,117.0543,pos_mz_117.0545_03751,117.0545
pos,117.0544,pos_mz_117.0545_03751,117.0545
pos,117.0545,pos_mz_117.0545_03751,117.0545
pos,117.0907,pos_mz_117.0908_03767,117.0908
pos,117.0908,pos_mz_117.0908_03767,117.0908
pos,117.0909,pos_mz_117.0908_03767,117.0908
pos,117.091,pos_mz_117.0908_03767,117.0908
pos,117.102,pos_mz_117.1021_03770,117.1021
pos,117.1021,pos_mz_117.1021_03770,117.1021
pos,117.1022,pos_mz_117.1021_03770,117.1021
pos,117.9581,pos_mz_117.9583_03793,117.9583
pos,117.9582,pos_mz_117.9583_03793,117.9583
pos,117.9583,pos_mz_117.9583_03793,117.9583
pos,117.9584,pos_mz_117.9583_03793,117.9583
pos,117.9585,pos_mz_117.9583_03793,117.9583
pos,117.9586,pos_mz_117.9583_03793,117.9583
pos,118.0648,pos_mz_118.0649_03813,118.0649
pos,118.0649,pos_mz_118.0649_03813,118.0649
pos,118.065,pos_mz_118.0649_03813,118.0649
pos,118.0651,pos_mz_118.0649_03813,118.0649
pos,118.9423,pos_mz_118.9425_03837,118.9425
pos,118.9424,pos_mz_118.9425_03837,118.9425
pos,118.9425,pos_mz_118.9425_03837,118.9425
pos,118.9426,pos_mz_118.9425_03837,118.9425
pos,118.9916,pos_mz_118.9918_03855,118.9918
pos,118.9917,pos_mz_118.9918_03855,118.9918
pos,118.9918,pos_mz_118.9918_03855,118.9918
pos,118.9919,pos_mz_118.9918_03855,118.9918
pos,118.992,pos_mz_118.9918_03855,118.9918
pos,119.0281,pos_mz_119.0282_03869,119.0282
pos,119.0282,pos_mz_119.0282_03869,119.0282
pos,119.0283,pos_mz_119.0282_03869,119.0282
pos,120.0232,pos_mz_120.0235_03923,120.0235
pos,120.0233,pos_mz_120.0235_03923,120.0235
pos,120.0234,pos_mz_120.0235_03923,120.0235
pos,120.0235,pos_mz_120.0235_03923,120.0235
pos,120.0236,pos_mz_120.0235_03923,120.0235
pos,120.0238,pos_mz_120.0235_03923,120.0235
pos,120.0474,pos_mz_120.0476_03932,120.0476
pos,120.0475,pos_mz_120.0476_03932,120.0476
pos,120.0476,pos_mz_120.0476_03932,120.0476
pos,120.0477,pos_mz_120.0476_03932,120.0476
pos,120.0478,pos_mz_120.0476_03932,120.0476
pos,120.0479,pos_mz_120.0476_03932,120.0476
pos,120.9806,pos_mz_120.9807_03986,120.9807
pos,120.9807,pos_mz_120.9807_03986,120.9807
pos,120.9808,pos_mz_120.9807_03986,120.9807
pos,120.9867,pos_mz_120.9870_03989,120.987
pos,120.9868,pos_mz_120.9870_03989,120.987
pos,120.9869,pos_mz_120.9870_03989,120.987
pos,120.987,pos_mz_120.9870_03989,120.987
pos,120.9871,pos_mz_120.9870_03989,120.987
pos,120.9872,pos_mz_120.9870_03989,120.987
pos,121.0072,pos_mz_121.0075_03992,121.0075
pos,121.0073,pos_mz_121.0075_03992,121.0075
pos,121.0074,pos_mz_121.0075_03992,121.0075
pos,121.0075,pos_mz_121.0075_03992,121.0075
pos,121.0076,pos_mz_121.0075_03992,121.0075
pos,121.1008,pos_mz_121.1009_04027,121.1009
pos,121.1009,pos_mz_121.1009_04027,121.1009
pos,121.101,pos_mz_121.1009_04027,121.1009
pos,121.1011,pos_mz_121.1009_04027,121.1009
pos,121.1012,pos_mz_121.1009_04027,121.1009
pos,122.0959,pos_mz_122.0963_04075,122.0963
pos,122.096,pos_mz_122.0963_04075,122.0963
pos,122.0961,pos_mz_122.0963_04075,122.0963
pos,122.0962,pos_mz_122.0963_04075,122.0963
pos,122.0963,pos_mz_122.0963_04075,122.0963
pos,122.0964,pos_mz_122.0963_04075,122.0963
pos,123.0229,pos_mz_123.0230_04101,123.023
pos,123.023,pos_mz_123.0230_04101,123.023
pos,123.0231,pos_mz_123.0230_04101,123.023
pos,123.0232,pos_mz_123.0230_04101,123.023
pos,123.0233,pos_mz_123.0230_04101,123.023
pos,123.0436,pos_mz_123.0439_04108,123.0439
pos,123.0437,pos_mz_123.0439_04108,123.0439
pos,123.0438,pos_mz_123.0439_04108,123.0439
pos,123.0439,pos_mz_123.0439_04108,123.0439
pos,123.044,pos_mz_123.0439_04108,123.0439
pos,123.1165,pos_mz_123.1166_04126,123.1166
pos,123.1166,pos_mz_123.1166_04126,123.1166
pos,123.1167,pos_mz_123.1166_04126,123.1166
pos,123.1168,pos_mz_123.1166_04126,123.1166
pos,124.0181,pos_mz_124.0184_04139,124.0184
pos,124.0182,pos_mz_124.0184_04139,124.0184
pos,124.0183,pos_mz_124.0184_04139,124.0184
pos,124.0184,pos_mz_124.0184_04139,124.0184
pos,124.0185,pos_mz_124.0184_04139,124.0184
pos,124.0186,pos_mz_124.0184_04139,124.0184
pos,124.0966,pos_mz_124.0967_04154,124.0967
pos,124.0967,pos_mz_124.0967_04154,124.0967
pos,124.0968,pos_mz_124.0967_04154,124.0967
pos,124.0969,pos_mz_124.0967_04154,124.0967
pos,124.1196,pos_mz_124.1200_04155,124.12
pos,124.1197,pos_mz_124.1200_04155,124.12
pos,124.1198,pos_mz_124.1200_04155,124.12
pos,124.1199,pos_mz_124.1200_04155,124.12
pos,124.12,pos_mz_124.1200_04155,124.12
pos,124.1201,pos_mz_124.1200_04155,124.12
pos,124.1202,pos_mz_124.1200_04155,124.12
pos,125.0023,pos_mz_125.0023_04177,125.0023
pos,125.0024,pos_mz_125.0023_04177,125.0023
pos,125.0025,pos_mz_125.0023_04177,125.0023
pos,125.0185,pos_mz_125.0187_04180,125.0187
pos,125.0186,pos_mz_125.0187_04180,125.0187
pos,125.0187,pos_mz_125.0187_04180,125.0187
pos,125.0188,pos_mz_125.0187_04180,125.0187
pos,125.0189,pos_mz_125.0187_04180,125.0187
pos,125.019,pos_mz_125.0187_04180,125.0187
pos,125.0191,pos_mz_125.0187_04180,125.0187
pos,125.059,pos_mz_125.0596_04198,125.0596
pos,125.0593,pos_mz_125.0596_04198,125.0596
pos,125.0594,pos_mz_125.0596_04198,125.0596
pos,125.0595,pos_mz_125.0596_04198,125.0596
pos,125.0596,pos_mz_125.0596_04198,125.0596
pos,125.0956,pos_mz_125.0959_04207,125.0959
pos,125.0958,pos_mz_125.0959_04207,125.0959
pos,125.0959,pos_mz_125.0959_04207,125.0959
pos,125.096,pos_mz_125.0959_04207,125.0959
pos,125.9524,pos_mz_125.9527_04225,125.9527
pos,125.9525,pos_mz_125.9527_04225,125.9527
pos,125.9526,pos_mz_125.9527_04225,125.9527
pos,125.9527,pos_mz_125.9527_04225,125.9527
pos,125.9528,pos_mz_125.9527_04225,125.9527
pos,126.9364,pos_mz_126.9366_04274,126.9366
pos,126.9365,pos_mz_126.9366_04274,126.9366
pos,126.9366,pos_mz_126.9366_04274,126.9366
pos,126.9367,pos_mz_126.9366_04274,126.9366
pos,126.9368,pos_mz_126.9366_04274,126.9366
pos,126.9369,pos_mz_126.9366_04274,126.9366
pos,126.951,pos_mz_126.9512_04278,126.9512
pos,126.9511,pos_mz_126.9512_04278,126.9512
pos,126.9512,pos_mz_126.9512_04278,126.9512
pos,126.9513,pos_mz_126.9512_04278,126.9512
pos,126.9514,pos_mz_126.9512_04278,126.9512
pos,126.9515,pos_mz_126.9512_04278,126.9512
pos,126.9516,pos_mz_126.9512_04278,126.9512
pos,126.9937,pos_mz_126.9938_04285,126.9938
pos,126.9938,pos_mz_126.9938_04285,126.9938
pos,126.9939,pos_mz_126.9938_04285,126.9938
pos,126.994,pos_mz_126.9938_04285,126.9938
pos,126.9977,pos_mz_126.9980_04288,126.998
pos,126.9978,pos_mz_126.9980_04288,126.998
pos,126.9979,pos_mz_126.9980_04288,126.998
pos,126.998,pos_mz_126.9980_04288,126.998
pos,126.9981,pos_mz_126.9980_04288,126.998
pos,126.9982,pos_mz_126.9980_04288,126.998
pos,127.0236,pos_mz_127.0238_04297,127.0238
pos,127.0237,pos_mz_127.0238_04297,127.0238
pos,127.0238,pos_mz_127.0238_04297,127.0238
pos,127.0239,pos_mz_127.0238_04297,127.0238
pos,127.024,pos_mz_127.0238_04297,127.0238
pos,127.0385,pos_mz_127.0387_04302,127.0387
pos,127.0386,pos_mz_127.0387_04302,127.0387
pos,127.0387,pos_mz_127.0387_04302,127.0387
pos,127.0388,pos_mz_127.0387_04302,127.0387
pos,127.0725,pos_mz_127.0727_04310,127.0727
pos,127.0726,pos_mz_127.0727_04310,127.0727
pos,127.0727,pos_mz_127.0727_04310,127.0727
pos,127.0728,pos_mz_127.0727_04310,127.0727
pos,127.0729,pos_mz_127.0727_04310,127.0727
pos,127.073,pos_mz_127.0727_04310,127.0727
pos,127.075,pos_mz_127.0751_04313,127.0751
pos,127.0751,pos_mz_127.0751_04313,127.0751
pos,127.0752,pos_mz_127.0751_04313,127.0751
pos,127.0753,pos_mz_127.0751_04313,127.0751
pos,127.1114,pos_mz_127.1116_04316,127.1116
pos,127.1115,pos_mz_127.1116_04316,127.1116
pos,127.1116,pos_mz_127.1116_04316,127.1116
pos,127.1117,pos_mz_127.1116_04316,127.1116
pos,127.9492,pos_mz_127.9495_04331,127.9495
pos,127.9493,pos_mz_127.9495_04331,127.9495
pos,127.9494,pos_mz_127.9495_04331,127.9495
pos,127.9495,pos_mz_127.9495_04331,127.9495
pos,127.9496,pos_mz_127.9495_04331,127.9495
pos,128.0783,pos_mz_128.0785_04355,128.0785
pos,128.0784,pos_mz_128.0785_04355,128.0785
pos,128.0785,pos_mz_128.0785_04355,128.0785
pos,128.0786,pos_mz_128.0785_04355,128.0785
pos,128.0787,pos_mz_128.0785_04355,128.0785
pos,128.0788,pos_mz_128.0785_04355,128.0785
pos,128.1067,pos_mz_128.1068_04356,128.1068
pos,128.1068,pos_mz_128.1068_04356,128.1068
pos,128.1069,pos_mz_128.1068_04356,128.1068
pos,128.107,pos_mz_128.1068_04356,128.1068
pos,128.9501,pos_mz_128.9506_04368,128.9506
pos,128.9503,pos_mz_128.9506_04368,128.9506
pos,128.9504,pos_mz_128.9506_04368,128.9506
pos,128.9505,pos_mz_128.9506_04368,128.9506
pos,128.9506,pos_mz_128.9506_04368,128.9506
pos,128.9507,pos_mz_128.9506_04368,128.9506
pos,128.9854,pos_mz_128.9857_04373,128.9857
pos,128.9855,pos_mz_128.9857_04373,128.9857
pos,128.9856,pos_mz_128.9857_04373,128.9857
pos,128.9857,pos_mz_128.9857_04373,128.9857
pos,128.9858,pos_mz_128.9857_04373,128.9857
pos,129.0209,pos_mz_129.0213_04379,129.0213
pos,129.021,pos_mz_129.0213_04379,129.0213
pos,129.0211,pos_mz_129.0213_04379,129.0213
pos,129.0212,pos_mz_129.0213_04379,129.0213
pos,129.0213,pos_mz_129.0213_04379,129.0213
pos,129.0214,pos_mz_129.0213_04379,129.0213
pos,129.0215,pos_mz_129.0213_04379,129.0213
pos,129.0541,pos_mz_129.0543_04387,129.0543
pos,129.0542,pos_mz_129.0543_04387,129.0543
pos,129.0543,pos_mz_129.0543_04387,129.0543
pos,129.0544,pos_mz_129.0543_04387,129.0543
pos,129.0545,pos_mz_129.0543_04387,129.0543
pos,129.0546,pos_mz_129.0543_04387,129.0543
pos,129.0906,pos_mz_129.0908_04396,129.0908
pos,129.0907,pos_mz_129.0908_04396,129.0908
pos,129.0908,pos_mz_129.0908_04396,129.0908
pos,129.0909,pos_mz_129.0908_04396,129.0908
pos,129.091,pos_mz_129.0908_04396,129.0908
pos,129.0911,pos_mz_129.0908_04396,129.0908
pos,129.1098,pos_mz_129.1101_04400,129.1101
pos,129.1099,pos_mz_129.1101_04400,129.1101
pos,129.11,pos_mz_129.1101_04400,129.1101
pos,129.1101,pos_mz_129.1101_04400,129.1101
pos,129.1102,pos_mz_129.1101_04400,129.1101
pos,129.1103,pos_mz_129.1101_04400,129.1101
pos,130.0858,pos_mz_130.0861_04433,130.0861
pos,130.0859,pos_mz_130.0861_04433,130.0861
pos,130.086,pos_mz_130.0861_04433,130.0861
pos,130.0861,pos_mz_130.0861_04433,130.0861
pos,130.0862,pos_mz_130.0861_04433,130.0861
pos,130.0863,pos_mz_130.0861_04433,130.0861
pos,130.0864,pos_mz_130.0861_04433,130.0861
pos,130.9648,pos_mz_130.9650_04453,130.965
pos,130.9649,pos_mz_130.9650_04453,130.965
pos,130.965,pos_mz_130.9650_04453,130.965
pos,130.9651,pos_mz_130.9650_04453,130.965
pos,130.9652,pos_mz_130.9650_04453,130.965
pos,130.9653,pos_mz_130.9650_04453,130.965
pos,132.0474,pos_mz_132.0476_04508,132.0476
pos,132.0475,pos_mz_132.0476_04508,132.0476
pos,132.0476,pos_mz_132.0476_04508,132.0476
pos,132.0477,pos_mz_132.0476_04508,132.0476
pos,132.9805,pos_mz_132.9807_04543,132.9807
pos,132.9806,pos_mz_132.9807_04543,132.9807
pos,132.9807,pos_mz_132.9807_04543,132.9807
